date,user,coordinates,text,place,bounding_box
Thu Jul 15 17:07:45 +0000 2021,belayneh_yosef,no coordinates,#ChildrenNotSoldiers #ChildrenNotSoldiers #ChildrenNotSoldiers #ChildrenNotSoldiers,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:07:54 +0000 2021,Bravofeleke1,no coordinates,@UN https://t.co/V1UhBvBYAI,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:08:03 +0000 2021,Bravofeleke1,no coordinates,@UN https://t.co/6GAZKpHGx2,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:08:17 +0000 2021,BereketYeheyes,no coordinates,#BlinkenSoWoyane https://t.co/Si4PR3cdEH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:08:33 +0000 2021,NaTofek,no coordinates,Many civilians have been killed by TPLF after z withdrawal of ENDF from Tigray. PM @AbiyAhmedAli &amp; ENDF has made z… https://t.co/BrOAYqf49w,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:08:43 +0000 2021,Manny29384229,no coordinates,Spokesperson of #TPLFisaTerroristGroup Getachew Reda said “Tigray forces will settle a score with Amhara”. This is… https://t.co/Oj1bZAwiyW,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:08:53 +0000 2021,Getiye15,no coordinates,stop using children's for war. international community should aware the evil act of #TPLF. #TPLFisaTerroristGroup https://t.co/8KnaARsubJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:09:44 +0000 2021,Kalab24453215,no coordinates,https://t.co/qGq7m9Dv47,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:09:46 +0000 2021,belayneh_yosef,no coordinates,#stop the war crime against #Children committed by #TPLF,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:10:28 +0000 2021,zelalembirhan21,no coordinates,https://t.co/zh2jZ1ssHL,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:10:33 +0000 2021,rebecca_kassa,no coordinates,@NatnaelEsMuk OMG 😂 that’s exactly my mom.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:11:40 +0000 2021,aemeroadugna,no coordinates,During a brief recapture of #RayaIsAmhara areas #TPLFisaTerroristGroup has taken retaliation measures against ethi… https://t.co/nYWgGXmE82,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:11:40 +0000 2021,fikre_kirubel,no coordinates,#TPLFisaTerroristGroup has been recruiting child soldiers as cannon fodders when attacking &amp; massacring #Amhara. It… https://t.co/ZLPmB86gO0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:11:48 +0000 2021,Kalab24453215,no coordinates,https://t.co/thMwpPZUhq,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:12:09 +0000 2021,GirmaZethio,no coordinates,TPLFisaTerroristGroup has been recruiting child soldiers as cannon fodders when attacking &amp; massacring #Amhara. It… https://t.co/Oi8PLMtISD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:12:17 +0000 2021,Bravofeleke1,no coordinates,@antonioguterres @UN https://t.co/suT46zCIDO,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:12:43 +0000 2021,Manny29384229,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/p8kQT1UIky,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:12:48 +0000 2021,fikrteab_moges,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/y2UxGd094m,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:13:03 +0000 2021,fikre_kirubel,no coordinates,Allowing #TPLFisaTerroristGroup to get control of Northern Amhara region means allowing #MaikadraMassacre to happen… https://t.co/tYrRG7w9ON,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:13:17 +0000 2021,AbassBuoor,no coordinates,التويتة دي خاصة للسودانيين ندعم بعض ونزيد عدد المتابعين - اعمل ريتويت - ولايك واكتب حصل - ضيفوا بعض من الريتويت فعل… https://t.co/keBilioBx0,السودان,[[[21.814951 8.632368] [21.814951 22.000257] [38.926758 22.000257] [38.926758 8.632368]]]
Thu Jul 15 17:13:19 +0000 2021,KuethPele,no coordinates,https://t.co/wFI4LzIVmn,Ethiopian Airlines,[[[38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474] [38.849151 9.033474]]]
Thu Jul 15 17:13:59 +0000 2021,aemeroadugna,no coordinates,"Tekeze river is z natural boundary between Tigray and Gondar of Amhara region. There is no ""Western Tigray"" in Amha… https://t.co/Jfsi2TORrx",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:14:03 +0000 2021,WalleMetages,no coordinates,#Democrats dismantled #Libiya #Syria &amp; #Irag.Now they are trying their best to do the same shit on #Ethiopia to w… https://t.co/inb3R9rrSC,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:14:14 +0000 2021,Bravofeleke1,no coordinates,https://t.co/M4iq4b3ebi,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:14:18 +0000 2021,BereketYeheyes,no coordinates,"Tekeze river is z natural boundary between Tigray and Gondar of Amhara region. There is no ""Western Tigray"" in Amha… https://t.co/SMYuz3ZQVU",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:14:30 +0000 2021,DimadiosB,no coordinates,@AbiyAhmedAli @EthiopiaEU Dr Abiy Ahmed Is The Great Leader In The World In 2013 .,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:15:12 +0000 2021,Manny29384229,no coordinates,The international community must condemn TPLF's evil acts. The terrorist group is using child soldiers. Unfortunate… https://t.co/davVTmLmKd,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:15:26 +0000 2021,aemeroadugna,no coordinates,Recruiting and using children as soldiers is prohibited under inter'al humanitarian law – treaty &amp; custom – and is… https://t.co/3470cnkkIO,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:15:42 +0000 2021,BereketYeheyes,no coordinates,Recruiting and using children as soldiers is prohibited under inter'al humanitarian law – treaty &amp; custom – and is… https://t.co/YZQH1ZY8P0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:16:14 +0000 2021,aemeroadugna,no coordinates,#TPLFisaTerroristGroup is recruiting arming &amp; deploying child  soldiers and The New York Times @nytimes featured a… https://t.co/jp2sfUto4c,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:16:31 +0000 2021,NaTofek,no coordinates,"Tekeze river is z natural boundary between Tigray and Gondar of Amhara region. There is no ""Western Tigray"" in Amha… https://t.co/m5deIpka1H",Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:16:59 +0000 2021,GizachewNiguss1,no coordinates,#UnityForEthiopia,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:00 +0000 2021,Soomonl1,no coordinates,#TPLFisaTerroristGroup has been recruiting child soldiers as cannon fodders when attacking &amp; massacring #Amhara. It… https://t.co/MGjFAlglOK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:21 +0000 2021,NaTofek,no coordinates,Amharas are under existential threat as #TPLFisaTerroristGroup continues its expansionist &amp; genocidal war against e… https://t.co/Qi2R6CwcPf,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:28 +0000 2021,aemeroadugna,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/7HIUt6lgHh,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:39 +0000 2021,Yilachew3,no coordinates,The #terrorist #group #TPLF has provided #drugs to #children to engage in #war.  They must therefore be held… https://t.co/6E43W9ERtN,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:51 +0000 2021,fikrteab_moges,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/QeoN5XGQSZ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:17:56 +0000 2021,BereketYeheyes,no coordinates,#TPLFisaTerroristGroup is recruiting arming &amp; deploying child soldiers and The New York Times @nytimes featured a s… https://t.co/C9KRxCGoSX,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:18:20 +0000 2021,thegreendiva,no coordinates,A 40+ teenager? Not cool at all,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:18:22 +0000 2021,Mekuria7,no coordinates,#TPLFisaTerroristGroup is not fighting the war it's using civilians as human shield! The international community s… https://t.co/4pS4QRV2Ls,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:18:26 +0000 2021,aemeroadugna,no coordinates,TPLF the terrorist group in Ethiopia is abducting and killing Eritrean Refugees in Tigray region. This is violati… https://t.co/wCcSdIEMOm,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:19:42 +0000 2021,GizachewNiguss1,no coordinates,https://t.co/eJErsQ8f1e,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:20:08 +0000 2021,aemeroadugna,no coordinates,TPLF the terrorist group in Ethiopia vows to wipeout Amharas from their ancestral lands #WolkaitIsAmhara and… https://t.co/3zmmpwKsSK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:20:36 +0000 2021,fikre_kirubel,no coordinates,The United States should stand with the Amhara genocide victims in Wolkait and uphold US legal and human rights nor… https://t.co/vpHrjbpsCS,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:20:42 +0000 2021,Sami_nat,no coordinates,Violation of child-right is a major felony that needs to be stopped &amp; even held those accountable &amp;  we can all wit… https://t.co/9zmWoiIsKp,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:20:48 +0000 2021,aemeroadugna,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/t6Nvua5okK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:21:39 +0000 2021,Yilachew3,no coordinates,The #terrorist #group #TPLF has provided #drugs to #children to engage in #war.  They must therefore be held… https://t.co/n2To6wLcsM,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:21:44 +0000 2021,fikrteab_moges,no coordinates,@veronica_melaku https://t.co/sQI3dPSDZJ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:22:34 +0000 2021,zelalembirhan21,no coordinates,#TPLFisaTerroristGroup is recruiting arming &amp; deploying child  soldiers &amp; @nytimes featured a story by @declanwalsh… https://t.co/AKjzsubOHc,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:22:34 +0000 2021,aemeroadugna,no coordinates,During a brief recapture of #RayaIsAmhara areas #TPLFisaTerroristGroup has taken retaliation measures against ethi… https://t.co/0QShGq1yB4,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:23:13 +0000 2021,KuethPele,no coordinates,really read,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:23:43 +0000 2021,Biruk41919561,no coordinates,childeren not Soldiers https://t.co/5wzSaMRwj4,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:23:51 +0000 2021,aemeroadugna,no coordinates,#TPLFrejectedCeasefire from the govt of #Ethiopia. They have now invaded &amp; massacred #Amhara civilians. #Amharas ar… https://t.co/slQWlSfyn0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:25:15 +0000 2021,Getiye15,no coordinates,Getachew Reda #TPLF spokesperson is using #ChildSoldiers in his insurgency against the federal government by disc… https://t.co/KrlxOEqoX0,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:25:30 +0000 2021,Getiye15,no coordinates,Children should be in school NOT on the battlefield. #TPLF is using #ChildSoldiers to advance its agenda in #Tigray… https://t.co/n1Zks3N1Ur,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:25:47 +0000 2021,DebreworkTesfay,no coordinates,Great young signings for St. George,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:26:12 +0000 2021,Getiye15,no coordinates,The int’l community must break its silence on the use of #ChildSoldiers by terrorist insurgent #TPLF.… https://t.co/K81jFuZugg,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:26:17 +0000 2021,TewanyM,no coordinates,Violation of child-right is a major felony that needs to be stopped &amp; even held those responsible accountable &amp; as… https://t.co/OMJqSwtGcd,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:26:45 +0000 2021,Getiye15,no coordinates,Children should be children but unfortunately their rights continue to be violated by #TPLF who use #ChildSoldiers… https://t.co/1yhmZ6ZG3m,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:27:40 +0000 2021,Getiye15,no coordinates,Speaking against human rights violation &amp; war crimes should not be subjective. Don’t claim the trophy of ‘global le… https://t.co/MK4IsCrcQK,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:27:56 +0000 2021,Getiye15,no coordinates,The @NYTimes are romanticising the #TPLF’s recruitment &amp; use of #ChildSoldiers – a war crime! @Underground_RT… https://t.co/XS7zCDw1oo,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:28:00 +0000 2021,Biruk41919561,no coordinates,Child not soldires https://t.co/nhC6uZ7oUD,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:28:06 +0000 2021,GetachewSS,no coordinates,8 : 09 PM #Bole #EverydayEthiopia https://t.co/uf4ciYrRQQ,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:28:19 +0000 2021,Getiye15,no coordinates,The @NYTimes are romanticising the #TPLF’s recruitment &amp; use of #ChildSoldiers – a war crime! @Underground_RT… https://t.co/c0mOqx5b2s,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:29:13 +0000 2021,selasg65,no coordinates,The TPLF send drug intoxicated child soldiers to fight against the surrounding people #actofevil #warcrime… https://t.co/VpolqqJtWm,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:30:18 +0000 2021,TewanyM,no coordinates,#TPLFisaTerroristGroup has been recruiting child soldiers as cannon fodders when attacking &amp; massacring #Amhara. It… https://t.co/IfZp1iv0oN,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:30:27 +0000 2021,GirmaZethio,no coordinates,Allowing #TPLFisaTerroristGroup to get control of Northern Amhara region means allowing #MaikadraMassacre to happen… https://t.co/04ujOwWwQq,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:30:28 +0000 2021,Jermi164,no coordinates,@AbiyTheabiy This dude pick this picture and Inscribed things that have political attachment on her picture I am f… https://t.co/mX8OHHSENH,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:30:32 +0000 2021,TemesgenTamir11,no coordinates,Where's justice??kids for war!lol https://t.co/Cai8yezxdw,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:30:55 +0000 2021,Zaniethiopiant1,no coordinates,#USA and #EU stop the double standard and condemn TPLF's criminal acts. Ethiopians said enough to… https://t.co/XhC8bxgnym,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:31:17 +0000 2021,Tech51575673,no coordinates,@TsMewael Sorry sister the army didn't leave mekele but was forced to leave.,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:31:37 +0000 2021,selasg65,no coordinates,The TPLF gangsters' children are living luxurious lives in the west while the children of Tigrayan peasants die fig… https://t.co/4MrxASnJRE,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
Thu Jul 15 17:31:50 +0000 2021,BereketYeheyes,no coordinates,Many civilians have been killed by TPLF after z withdrawal of ENDF from Tigray. PM @AbiyAhmedAli &amp; ENDF has made z… https://t.co/qlm0THhNNU,Ethiopia,[[[32.997691 3.404962] [32.997691 14.894214] [47.999477 14.894214] [47.999477 3.404962]]]
